site	year	month	day	hour	minute	second	clockm	clocks	files	MB	s	Mb/s
iar	2019	09	25	04	30	10		 3.6	75	6.4	0.2	248
ada	2019	09	25	05	30	11		 11	49	1.4	0.1	90.4
iar	2019	09	25	05	30	15		 3.5	75	6.4	0.4	120
ada	2019	09	25	06	30	06		 4.4	49	1.4	0.1	84.2
iar	2019	09	25	06	30	08		 2.5	75	6.4	0.3	162
ada	2019	09	25	07	30	07		 5.2	49	1.4	0.1	87.2
iar	2019	09	25	07	30	10		 3.4	75	6.4	0.3	162
ada	2019	09	25	08	30	11		 9.7	49	1.4	0.1	80.4
iar	2019	09	25	08	30	14		 3.1	75	6.4	0.4	120
ada	2019	09	25	09	30	06		 5.0	49	1.4	0.1	91.1
iar	2019	09	25	09	30	10		 4.3	75	6.4	0.2	271
ada	2019	09	25	10	30	14		 13	49	1.4	0.1	86.6
iar	2019	09	25	10	30	17		 3.4	75	6.4	0.2	230
ada	2019	09	25	11	30	07		 6.2	49	1.4	0.1	87.0
iar	2019	09	25	11	30	10		 3.2	75	6.4	0.2	310
ada	2019	09	25	12	30	08		 6.7	49	1.4	0.1	94.0
iar	2019	09	25	12	30	14		 6.4	75	6.4	0.4	126
ada	2019	09	25	13	30	10		 9.5	49	1.4	0.1	88.1
iar	2019	09	25	13	30	16		 5.3	75	6.4	0.2	329
ada	2019	09	25	14	30	06		 5.5	49	1.4	0.1	94.3
iar	2019	09	25	14	30	10		 3.0	75	6.4	0.4	126
ada	2019	09	25	15	30	17		 17	49	1.4	0.1	88.0
iar	2019	09	25	15	30	22		 4.1	75	6.4	0.4	127
ada	2019	09	25	16	30	07		 5.7	49	1.4	0.1	93.8
iar	2019	09	25	16	30	10		 3.5	75	6.4	0.5	104
ada	2019	09	25	17	30	09		 8.4	49	1.4	0.1	94.2
iar	2019	09	25	17	30	12		 3.4	75	6.4	0.2	284
ada	2019	09	25	18	30	13		 12	49	1.4	0.1	84.7
iar	2019	09	25	18	30	18		 5.6	75	6.4	0.4	129
ada	2019	09	25	19	30	12		 11	49	1.4	0.1	87.7
iar	2019	09	25	19	30	15		 3.0	75	6.4	0.4	154
ada	2019	09	25	20	30	14		 14	49	1.4	1.0	11.6
iar	2019	09	25	20	30	41		 27	75	6.4	1.4	38.6
ada	2019	09	25	21	30	17		 16	49	1.5	0.2	63.5
iar	2019	09	25	21	30	21		 3.8	75	6.4	0.6	87.4
ada	2019	09	25	22	30	17		 15	49	1.4	0.1	78.4
iar	2019	09	25	22	30	20		 3.1	75	6.4	0.2	297
ada	2019	09	25	23	30	08		 7.1	51	1.6	0.3	40.1
iar	2019	09	25	23	30	13		 5.5	75	6.4	0.5	106
ada	2019	09	26	00	30	06		 5.5	51	1.4	0.1	110
iar	2019	09	26	00	30	09		 2.8	75	6.4	0.5	119
ada	2019	09	26	01	30	15		 14	51	1.4	0.1	88.8
iar	2019	09	26	01	30	18		 2.9	75	6.4	0.2	249
ada	2019	09	26	02	30	16		 16	52	1.4	0.1	88.8
iar	2019	09	26	02	30	19		 2.5	75	6.4	0.4	146
ada	2019	09	26	03	30	06		 5.0	51	1.4	0.1	85.9
iar	2019	09	26	03	30	10		 3.3	75	6.4	0.7	75.3
ada	2019	09	26	04	30	15		 14	51	1.4	0.1	84.2
iar	2019	09	26	04	30	17		 2.5	75	6.4	0.4	124
ada	2019	09	26	05	30	06		 5.7	51	1.4	0.1	86.4
iar	2019	09	26	05	30	09		 2.2	75	6.4	0.2	252
ada	2019	09	26	06	30	06		 5.3	51	1.4	0.1	85.5
iar	2019	09	26	06	30	09		 3.1	75	6.4	0.5	104
ada	2019	09	26	07	30	08		 7.4	52	2.1	0.6	30.8
iar	2019	09	26	07	30	11		 3.2	75	6.4	0.4	148
ada	2019	09	26	08	30	07		 5.9	52	1.8	0.4	43.2
iar	2019	09	26	08	30	11		 3.5	75	6.4	0.3	166
ada	2019	09	26	09	30	16		 15	51	1.8	0.2	61.4
iar	2019	09	26	09	30	20		 4.1	75	6.4	0.5	118
ada	2019	09	26	10	30	07		 5.1	51	1.8	0.1	102
iar	2019	09	26	10	30	09		 2.6	75	6.4	0.2	306
ada	2019	09	26	11	30	07		 5.6	51	1.8	0.1	122
iar	2019	09	26	11	30	11		 3.5	75	6.4	0.5	106
ada	2019	09	26	12	30	11		 11	51	1.8	0.2	100
iar	2019	09	26	12	30	14		 3.0	75	6.4	0.3	206
ada	2019	09	26	13	30	06		 5.3	51	1.8	0.07	228
iar	2019	09	26	13	30	11		 4.5	75	6.4	0.3	176
ada	2019	09	26	14	30	16		 15	51	1.8	0.1	132
iar	2019	09	26	14	30	20		 4.0	75	6.4	0.3	212
ada	2019	09	26	15	30	13		 12	51	1.8	0.2	97.4
iar	2019	09	26	15	30	17		 3.5	75	6.4	0.4	151
ada	2019	09	26	16	30	07		 5.7	49	1.4	0.3	33.7
iar	2019	09	26	16	30	14		 7.6	75	6.4	0.3	162
ada	2019	09	26	17	30	10		 9.1	49	1.4	0.1	120
iar	2019	09	26	17	30	16		 6.3	75	6.4	0.4	123
ada	2019	09	26	18	30	10		 8.9	49	1.4	0.1	104
iar	2019	09	26	18	30	16		 5.9	75	6.4	0.6	83.8
ada	2019	09	26	19	30	12		 11	49	1.4	0.3	43.3
iar	2019	09	26	19	30	18		 6.3	75	6.4	0.3	179
ada	2019	09	26	20	30	17		 16	49	1.4	0.09	123
iar	2019	09	26	20	30	21		 4.2	75	6.4	0.2	260
ada	2019	09	26	21	30	15		 13	49	1.4	0.1	83.7
iar	2019	09	26	21	30	20		 5.0	75	6.4	0.3	172
ada	2019	09	26	22	30	07		 5.9	51	1.4	0.1	80.4
iar	2019	09	26	22	30	18		 10	75	6.4	0.4	143
ada	2019	09	26	23	30	06		 5.9	51	1.4	0.1	95.5
iar	2019	09	26	23	30	10		 3.4	75	6.4	0.3	200
ada	2019	09	27	00	30	15		 14	50	1.4	0.1	87.7
iar	2019	09	27	00	30	19		 3.6	75	6.4	0.5	114
ada	2019	09	27	01	30	08		 6.9	50	1.4	0.3	34.5
iar	2019	09	27	01	30	12		 3.5	75	6.4	0.7	72.3
ada	2019	09	27	02	30	07		 5.6	50	1.4	0.5	23.8
iar	2019	09	27	02	30	10		 3.4	75	6.4	0.8	70.1
ada	2019	09	27	03	30	16		 15	50	1.4	0.3	46.0
iar	2019	09	27	03	30	20		 3.4	75	6.4	0.3	180
ada	2019	09	27	04	30	15		 14	50	1.4	0.4	30.4
iar	2019	09	27	04	30	18		 2.6	75	6.4	0.3	180
ada	2019	09	27	05	30	06		 5.2	50	1.4	0.1	82.7
iar	2019	09	27	05	30	09		 2.9	75	6.4	0.5	109
ada	2019	09	27	06	30	26		 25	50	1.4	0.1	123
iar	2019	09	27	06	30	29		 3.2	75	6.4	0.4	125
ada	2019	09	27	07	30	06		 4.5	50	1.4	0.1	85.5
iar	2019	09	27	07	30	09		 2.8	75	6.4	0.5	101
ada	2019	09	27	08	30	06		 5.2	50	1.4	0.2	50.0
iar	2019	09	27	08	30	10		 4.3	75	6.4	0.5	102
ada	2019	09	27	09	30	11		 10	50	1.4	0.2	78.5
iar	2019	09	27	09	30	15		 4.4	75	6.4	0.4	127
ada	2019	09	27	10	30	06		 4.8	50	1.4	0.1	80.4
iar	2019	09	27	10	30	09		 3.3	75	6.4	0.5	101
ada	2019	09	27	11	30	15		 14	49	1.4	0.2	72.3
iar	2019	09	27	11	30	19		 4.0	75	6.4	0.3	157
ada	2019	09	27	12	30	07		 5.7	49	1.4	0.1	83.0
iar	2019	09	27	12	30	10		 3.3	75	6.4	0.3	166
ada	2019	09	27	13	30	08		 6.9	49	1.4	0.8	15.1
iar	2019	09	27	13	30	15		 6.9	75	6.4	0.6	90.0
ada	2019	09	27	14	30	15		 14	49	1.4	0.2	70.3
iar	2019	09	27	14	30	19		 4.2	75	6.4	0.7	74.0
ada	2019	09	27	15	30	06		 5.4	49	1.4	0.4	29.4
iar	2019	09	27	15	30	11		 4.4	75	6.4	0.6	83.9
ada	2019	09	27	16	30	06		 4.9	49	1.4	0.3	41.7
iar	2019	09	27	16	30	10		 3.6	75	6.4	0.7	80.5
ada	2019	09	27	17	30	25		 24	49	1.4	0.5	25.6
iar	2019	09	27	17	30	29		 3.4	75	6.4	0.5	117
ada	2019	09	27	18	30	24		 23	Downloaded: 49 file, 1.5 in 16 (785 Kb/)
iar	2019	09	27	18	30	31		 6.7	75	6.4	0.6	85.9
ada	2019	09	27	19	30	24		 23	Downloaded: 49 file, 1.5 in 16 (779 Kb/)
iar	2019	09	27	19	30	32		 7.6	75	6.4	0.6	87.7
ada	2019	09	27	20	30	25		 24	Downloaded: 49 file, 1.5 in 16 (768 Kb/)
iar	2019	09	27	20	30	29		 4.9	75	6.4	1.0	53.6
ada	2019	09	27	21	30	26		 25	Downloaded: 49 file, 1.5 in 18 (694 Kb/)
iar	2019	09	27	21	30	31		 5.2	75	6.4	0.5	99.3
ada	2019	09	27	22	30	25		 24	Downloaded: 49 file, 1.5 in 17 (753 Kb/)
iar	2019	09	27	22	30	30		 5.3	75	6.4	1.0	53.5
ada	2019	09	27	23	30	27		 26	Downloaded: 49 file, 1.5 in 19 (653 Kb/)
iar	2019	09	27	23	30	31		 3.2	75	6.4	0.7	82.8
ada	2019	09	28	00	30	27		 26	Downloaded: 49 file, 1.5 in 19 (662 Kb/)
iar	2019	09	28	00	30	32		 4.8	75	6.4	2.1	26.2
ada	2019	09	28	01	30	27		 26	Downloaded: 49 file, 1.5 in 18 (687 Kb/)
iar	2019	09	28	01	30	31		 3.7	75	6.4	0.6	97.1
ada	2019	09	28	02	30	29		 28	Downloaded: 49 file, 1.5 in 21 (609 Kb/)
iar	2019	09	28	02	30	33		 4.2	75	6.4	1.0	52.4
ada	2019	09	28	03	30	30		 28	Downloaded: 49 file, 1.5 in 21 (617 Kb/)
iar	2019	09	28	03	30	34		 3.9	75	6.4	1.5	35.4
ada	2019	09	28	04	30	29		 28	Downloaded: 49 file, 1.5 in 21 (614 Kb/)
iar	2019	09	28	04	30	32		 3.8	75	6.4	1.2	44.5
ada	2019	09	28	05	30	31		 30	Downloaded: 49 file, 1.5 in 22 (568 Kb/)
iar	2019	09	28	05	30	34		 3.4	75	6.4	0.6	88.9
ada	2019	09	28	06	30	33		 32	Downloaded: 49 file, 1.5 in 24 (526 Kb/)
iar	2019	09	28	06	30	36		 3.7	75	6.4	1.3	41.8
ada	2019	09	28	07	30	33		 32	Downloaded: 49 file, 1.5 in 25 (509 Kb/)
iar	2019	09	28	07	30	37		 3.9	75	6.4	0.6	85.5
ada	2019	09	28	08	30	34		 33	Downloaded: 49 file, 1.5 in 25 (506 Kb/)
iar	2019	09	28	08	30	39		 5.2	75	6.4	1.6	34.7
ada	2019	09	28	09	30	35		 34	Downloaded: 49 file, 1.5 in 26 (481 Kb/)
iar	2019	09	28	09	30	40		 5.0	75	6.4	1.5	35.8
ada	2019	09	28	10	30	33		 31	Downloaded: 49 file, 1.5 in 24 (526 Kb/)
iar	2019	09	28	10	30	38		 4.9	75	6.4	1.3	40.7
ada	2019	09	28	11	30	38		 37	Downloaded: 49 file, 1.5 in 29 (442 Kb/)
iar	2019	09	28	11	30	45		 6.9	75	6.4	1.2	44.2
ada	2019	09	28	12	30	41		 40	Downloaded: 49 file, 1.5 in 32 (398 Kb/)
iar	2019	09	28	12	30	50		 8.4	75	6.4	1.6	34.6
ada	2019	09	28	13	30	48		 47	Downloaded: 49 file, 1.5 in 39 (328 Kb/)
iar	2019	09	28	13	31	06		 18	75	6.4	1.9	29.0
ada	2019	09	28	14	30	45		 44	Downloaded: 49 file, 1.5 in 36 (355 Kb/)
iar	2019	09	28	14	30	53		 7.8	75	6.4	2.5	21.9
ada	2019	09	28	15	30	45		 44	Downloaded: 49 file, 1.5 in 36 (356 Kb/)
iar	2019	09	28	15	30	52		 7.1	75	6.4	1.9	28.8
ada	2019	09	28	16	30	55		 53	Downloaded: 49 file, 1.5 in 45 (282 Kb/)
iar	2019	09	28	16	31	02		 7.3	75	6.4	2.4	22.1
ada	2019	09	28	17	30	55		 54	Downloaded: 49 file, 1.5 in 43 (296 Kb/)
iar	2019	09	28	17	31	02		 6.3	75	6.4	2.7	20.3
ada	2019	09	28	18	31	00	 1	 0	Downloaded: 49 file, 1.5 in 50 (254 Kb/)
iar	2019	09	28	18	31	08		 8.0	75	6.4	3.8	14.3
ada	2019	09	28	19	31	08	 1	 7	Downloaded: 49 file, 1.5 in 58 (218 Kb/)
iar	2019	09	28	19	31	23		 15	75	6.4	3.6	15.2
ada	2019	09	28	20	31	17	 1	 16	Downloaded: 49 file, 1.5 in 1 3 (203 Kb/)
iar	2019	09	28	20	31	29		 12	75	6.4	4.8	11.2
ada	2019	09	28	21	31	14	 1	 13	Downloaded: 49 file, 1.5 in 1 3 (201 Kb/)
iar	2019	09	28	21	31	26		 12	75	6.4	4.4	12.1
ada	2019	09	28	22	31	23	 1	 22	Downloaded: 49 file, 1.5 in 59 (214 Kb/)
iar	2019	09	28	22	31	36		 13	75	6.4	7.2	7.49
ada	2019	09	28	23	31	06	 1	 5	Downloaded: 49 file, 1.5 in 56 (225 Kb/)
iar	2019	09	28	23	31	16		 10	75	6.4	5.6	9.67
ada	2019	09	29	00	31	15	 1	 14	Downloaded: 49 file, 1.5 in 1 5 (196 Kb/)
iar	2019	09	29	00	31	26		 11	75	6.4	6.4	8.45
ada	2019	09	29	01	31	25	 1	 24	Downloaded: 49 file, 1.5 in 1 12 (175 Kb/)
iar	2019	09	29	01	31	36		 11	75	6.4	7.5	7.23
ada	2019	09	29	02	31	36	 1	 35	Downloaded: 49 file, 1.5 in 1 22 (154 Kb/)
iar	2019	09	29	02	31	58		 21	75	6.4	12	4.39
ada	2019	09	29	03	31	28	 1	 27	Downloaded: 49 file, 1.5 in 1 13 (175 Kb/)
iar	2019	09	29	03	31	43		 15	75	6.4	11	4.95
ada	2019	09	29	04	31	44	 1	 43	Downloaded: 49 file, 1.5 in 1 28 (145 Kb/)
iar	2019	09	29	04	32	04		 20	75	6.4	15	3.68
ada	--2019-09-29 05:30:01--  http://blog.ada.co/	Reolving blog.ada.co (blog.ada.co)... failed: Teporary failure in nae reolution.	wget: unable to reolve hot addre ‘blog.ada.co’
iar	--2019-09-29 05:30:11--  http://www.iar.co/	Reolving www.iar.co (www.iar.co)... failed: Teporary failure in nae reolution.	wget: unable to reolve hot addre ‘www.iar.co’
ada	--2019-09-29 06:30:01--  http://blog.ada.co/	Reolving blog.ada.co (blog.ada.co)... failed: Teporary failure in nae reolution.	wget: unable to reolve hot addre ‘blog.ada.co’
iar	--2019-09-29 06:30:11--  http://www.iar.co/	Reolving www.iar.co (www.iar.co)... failed: Teporary failure in nae reolution.	wget: unable to reolve hot addre ‘www.iar.co’
ada	--2019-09-29 07:30:01--  http://blog.ada.co/	Reolving blog.ada.co (blog.ada.co)... failed: Teporary failure in nae reolution.	wget: unable to reolve hot addre ‘blog.ada.co’
iar	--2019-09-29 07:30:11--  http://www.iar.co/	Reolving www.iar.co (www.iar.co)... failed: Teporary failure in nae reolution.	wget: unable to reolve hot addre ‘www.iar.co’
ada	2019	09	29	08	30	08		 7.0	49	1.5	0.5	26.3
iar	2019	09	29	08	30	11		 3.0	75	6.4	0.2	278
ada	2019	09	29	09	30	08		 6.9	49	1.5	0.4	32.6
iar	2019	09	29	09	30	14		 6.1	75	6.4	0.4	148
ada	2019	09	29	10	30	08		 6.7	49	1.5	0.5	26.9
iar	2019	09	29	10	30	11		 3.0	75	6.4	0.2	250
ada	2019	09	29	11	30	07		 6.8	49	1.5	0.5	24.4
iar	2019	09	29	11	30	11		 3.1	75	6.4	0.5	106
ada	2019	09	29	12	30	08		 6.9	49	1.5	0.5	25.8
iar	2019	09	29	12	30	14		 6.7	75	6.4	0.7	82.7
ada	2019	09	29	13	30	08		 6.9	49	1.5	0.4	33.3
iar	2019	09	29	13	30	15		 7.5	75	6.4	0.2	241
ada	2019	09	29	14	30	08		 6.7	49	1.5	0.5	26.0
iar	2019	09	29	14	30	11		 3.4	75	6.4	0.3	207
ada	2019	09	29	15	30	08		 6.9	49	1.5	0.5	25.6
iar	2019	09	29	15	30	14		 5.7	75	6.4	0.2	305
ada	2019	09	29	16	30	08		 7.1	49	1.5	0.5	24.0
iar	2019	09	29	16	30	14		 6.2	75	6.4	0.4	125
ada	2019	09	29	17	30	07		 6.5	49	1.5	0.5	26.1
iar	2019	09	29	17	30	14		 6.9	75	6.4	0.3	206
ada	2019	09	29	18	30	08		 7.1	49	1.5	0.5	25.8
iar	2019	09	29	18	30	12		 4.4	75	6.4	0.4	125
ada	2019	09	29	19	30	09		 8.1	49	1.5	1.5	8.40
iar	2019	09	29	19	30	21		 12	75	6.4	0.4	120
ada	2019	09	29	20	30	17		 16	49	1.5	9.4	1.35
iar	2019	09	29	20	30	27		 9.5	75	6.4	0.5	101
ada	2019	09	29	21	30	18		 17	49	1.5	9.8	1.29
iar	2019	09	29	21	30	24		 5.6	75	6.4	0.8	67.4
ada	2019	09	29	22	30	12		 11	49	1.5	4.8	2.65
iar	2019	09	29	22	30	17		 5.3	75	6.4	0.4	147
ada	2019	09	29	23	30	10		 9.2	49	1.5	2.8	4.56
iar	2019	09	29	23	30	13		 3.1	75	6.4	0.2	315
ada	2019	09	30	00	30	09		 8.2	49	1.5	1.8	7.18
iar	2019	09	30	00	30	12		 2.7	75	6.4	0.3	213
ada	2019	09	30	01	30	08		 7.8	49	1.5	1.6	8.08
iar	2019	09	30	01	30	11		 3.0	75	6.4	0.4	123
ada	2019	09	30	02	30	08		 7.7	49	1.5	1.5	8.28
iar	2019	09	30	02	30	11		 2.9	75	6.4	0.4	127
ada	2019	09	30	03	30	09		 7.6	49	1.5	1.5	8.56
iar	2019	09	30	03	30	12		 3.4	75	6.4	0.3	199
ada	2019	09	30	04	30	09		 7.6	49	1.5	1.5	8.52
iar	2019	09	30	04	30	12		 2.4	75	6.4	0.2	307
ada	2019	09	30	05	30	09		 8.0	49	1.5	1.6	7.82
iar	2019	09	30	05	30	12		 3.1	75	6.4	0.6	85.9
ada	2019	09	30	06	30	09		 8.0	49	1.5	1.6	8.17
iar	2019	09	30	06	30	12		 3.1	75	6.4	0.3	213
ada	2019	09	30	07	30	09		 7.8	49	1.5	1.5	8.29
iar	2019	09	30	07	30	14		 5.0	75	6.4	0.2	220
ada	2019	09	30	08	30	09		 8.1	49	1.5	1.6	7.86
iar	2019	09	30	08	30	13		 4.1	75	6.4	0.4	139
ada	2019	09	30	09	30	09		 8.0	49	1.5	1.6	8.11
iar	2019	09	30	09	30	13		 3.8	75	6.4	0.2	296
ada	2019	09	30	10	30	09		 8.2	49	1.5	1.6	7.98
iar	2019	09	30	10	30	12		 3.2	75	6.4	0.4	127
ada	2019	09	30	11	30	09		 7.9	49	1.5	1.6	7.99
iar	2019	09	30	11	30	12		 3.1	75	6.4	0.4	144
ada	2019	09	30	12	30	09		 8.0	49	1.5	1.6	7.99
iar	2019	09	30	12	30	12		 3.3	75	6.4	0.3	209
ada	2019	09	30	13	30	09		 8.0	49	1.5	1.6	8.14
iar	2019	09	30	13	30	14		 4.3	75	6.4	0.4	125
ada	2019	09	30	14	30	09		 8.0	49	1.5	1.5	8.22
iar	2019	09	30	14	30	16		 6.6	75	6.4	0.5	116
ada	2019	09	30	15	30	08		 7.8	49	1.5	1.5	8.39
iar	2019	09	30	15	30	12		 3.7	75	6.5	0.5	102
ada	2019	09	30	16	30	09		 7.7	49	1.5	1.5	8.58
iar	2019	09	30	16	30	13		 4.4	75	6.4	0.5	117
ada	2019	09	30	17	30	09		 7.7	49	1.5	1.5	8.50
iar	2019	09	30	17	30	17		 7.9	75	6.4	0.8	69.6
ada	2019	09	30	18	30	09		 8.5	49	1.5	2.1	5.99
iar	2019	09	30	18	30	17		 7.8	75	6.4	0.4	154
ada	2019	09	30	19	30	10		 9.2	49	1.5	2.9	4.39
iar	2019	09	30	19	30	17		 7.2	75	6.4	0.5	106
ada	2019	09	30	20	30	14		 13	49	1.5	5.8	2.19
iar	2019	09	30	20	30	27		 12	75	6.4	0.7	74.1
ada	2019	09	30	21	30	14		 13	49	1.5	6.5	1.95
iar	2019	09	30	21	30	21		 7.3	75	6.4	0.6	91.1
ada	2019	09	30	22	30	12		 12	49	1.5	5.4	2.36
iar	2019	09	30	22	30	19		 6.3	75	6.4	0.3	179
ada	2019	09	30	23	30	10		 9.2	49	1.5	2.7	4.65
iar	2019	09	30	23	30	13		 2.8	75	6.4	0.4	138
ada	2019	10	01	00	30	09		 7.9	49	1.5	1.5	8.23
iar	2019	10	01	00	30	12		 2.8	75	6.4	0.2	229
ada	2019	10	01	01	30	09		 8.1	49	1.5	1.6	8.02
iar	2019	10	01	01	30	13		 4.3	75	6.4	0.3	215
ada	2019	10	01	02	30	09		 8.0	49	1.5	1.5	8.22
iar	2019	10	01	02	30	12		 2.8	75	6.4	0.3	162
ada	2019	10	01	03	30	09		 8.0	49	1.5	1.6	8.15
iar	2019	10	01	03	30	12		 2.8	75	6.4	0.4	137
ada	2019	10	01	04	30	09		 7.7	49	1.5	1.5	8.46
iar	2019	10	01	04	30	12		 2.4	75	6.4	0.2	234
ada	2019	10	01	05	30	09		 7.8	49	1.5	1.5	8.36
iar	2019	10	01	05	30	12		 2.6	75	6.4	0.2	262
ada	2019	10	01	06	30	08		 7.7	49	1.5	1.5	8.40
iar	2019	10	01	06	30	11		 2.7	75	6.4	0.2	261
ada	2019	10	01	07	30	10		 8.2	49	1.5	1.6	7.96
iar	2019	10	01	07	30	12		 2.6	75	6.4	0.3	212
ada	2019	10	01	08	30	09		 7.8	49	1.5	1.5	8.40
iar	2019	10	01	08	30	15		 5.8	75	6.4	0.5	101
ada	2019	10	01	09	30	09		 7.5	49	1.5	1.5	8.68
iar	2019	10	01	09	30	12		 3.6	75	6.4	0.5	110
ada	2019	10	01	10	30	09		 8.1	49	1.5	1.6	8.01
iar	2019	10	01	10	30	17		 8.8	75	6.4	0.4	126
ada	2019	10	01	11	30	09		 8.1	49	1.5	1.6	8.01
iar	2019	10	01	11	30	13		 3.5	75	6.4	0.4	120
ada	2019	10	01	12	30	09		 7.7	49	1.5	1.5	8.49
iar	2019	10	01	12	30	21		 12	75	6.4	0.5	98.3
ada	2019	10	01	13	30	09		 8.1	49	1.5	1.6	8.09
iar	2019	10	01	13	30	16		 6.6	75	6.4	0.5	103
ada	2019	10	01	14	30	09		 7.8	49	1.5	1.5	8.46
iar	2019	10	01	14	30	15		 5.7	75	6.4	0.4	127
ada	2019	10	01	15	30	09		 7.6	49	1.5	1.5	8.37
iar	2019	10	01	15	30	15		 6.9	75	6.4	0.3	204
ada	2019	10	01	16	30	09		 7.7	49	1.5	1.5	8.48
iar	2019	10	01	16	30	15		 5.7	75	6.4	0.2	265
ada	2019	10	01	17	30	09		 7.7	49	1.5	1.5	8.38
iar	2019	10	01	17	30	13		 4.2	75	6.4	0.8	67.2
ada	2019	10	01	18	30	10		 8.6	51	1.8	2.0	7.44
iar	2019	10	01	18	30	15		 5.0	75	6.4	0.2	288
ada	2019	10	01	19	30	11		 9.3	50	1.8	2.8	5.24
iar	2019	10	01	19	30	16		 5.5	75	6.4	0.2	233
ada	2019	10	01	20	30	12		 11	50	1.8	4.6	3.23
iar	2019	10	01	20	30	25		 13	75	6.4	0.3	161
ada	2019	10	01	21	30	19		 18	50	1.8	10	1.44
iar	2019	10	01	21	30	32		 13	75	6.4	0.5	103
ada	2019	10	01	22	30	12		 11	50	1.8	4.3	3.43
iar	2019	10	01	22	30	18		 5.8	75	6.4	0.5	118
ada	2019	10	01	23	30	09		 8.5	50	1.8	2.0	7.51
iar	2019	10	01	23	30	16		 6.7	75	6.4	0.3	154
ada	2019	10	02	00	30	10		 8.7	50	1.8	2.2	6.72
iar	2019	10	02	00	30	13		 2.9	75	6.4	0.4	125
ada	2019	10	02	01	30	09		 8.0	50	1.8	1.5	9.95
iar	2019	10	02	01	30	12		 3.1	75	6.4	0.3	208
ada	2019	10	02	02	30	09		 7.8	50	1.8	1.3	11.1
iar	2019	10	02	02	30	12		 3.5	75	6.4	0.4	122
ada	2019	10	02	03	30	09		 7.8	50	1.8	1.4	10.8
iar	2019	10	02	03	30	12		 3.0	75	6.4	0.2	255
ada	2019	10	02	04	30	09		 7.9	50	1.8	1.4	11.0
iar	2019	10	02	04	30	12		 3.1	75	6.4	0.2	281
ada	2019	10	02	05	30	09		 8.0	50	1.8	1.5	10.1
iar	2019	10	02	05	30	13		 3.6	75	6.4	0.6	83.3
ada	2019	10	02	06	30	09		 7.9	50	1.8	1.4	10.4
iar	2019	10	02	06	30	12		 3.1	75	6.4	0.2	320
ada	2019	10	02	07	30	09		 7.5	49	1.5	1.2	10.5
iar	2019	10	02	07	30	12		 3.5	75	6.4	0.4	127
ada	2019	10	02	08	30	09		 7.6	49	1.5	1.2	10.7
iar	2019	10	02	08	30	12		 3.0	75	6.4	0.4	124
ada	2019	10	02	09	30	09		 7.4	49	1.5	1.2	10.5
iar	2019	10	02	09	30	11		 2.6	75	6.4	0.2	271
ada	2019	10	02	10	30	09		 7.4	49	1.5	1.2	10.5
iar	2019	10	02	10	30	13		 4.4	75	6.4	0.2	239
ada	2019	10	02	11	30	09		 7.5	49	1.5	1.2	10.5
iar	2019	10	02	11	30	12		 3.0	75	6.4	0.5	106
ada	2019	10	02	12	30	09		 7.5	49	1.5	1.2	10.6
iar	2019	10	02	12	30	13		 3.8	75	6.4	0.5	104
ada	2019	10	02	13	30	09		 7.7	49	1.5	1.2	10.3
iar	2019	10	02	13	30	13		 3.8	75	6.4	0.5	104
ada	2019	10	02	14	30	09		 7.6	49	1.5	1.2	10.4
iar	2019	10	02	14	30	13		 3.5	75	6.4	0.2	267
ada	2019	10	02	15	30	09		 7.5	49	1.5	1.2	10.6
iar	2019	10	02	15	30	13		 4.7	75	6.4	0.3	163
ada	2019	10	02	16	30	09		 8.3	49	1.5	1.8	7.02
iar	2019	10	02	16	30	17		 7.2	75	6.4	0.2	254
ada	2019	10	02	17	30	09		 8.1	49	1.5	1.6	8.07
iar	2019	10	02	17	30	13		 4.0	75	6.4	0.5	99.8
ada	2019	10	02	18	30	09		 8.1	49	1.5	1.6	7.95
iar	2019	10	02	18	30	13		 4.5	75	6.4	0.5	113
ada	2019	10	02	19	30	10		 9.3	49	1.5	2.7	4.62
iar	2019	10	02	19	30	19		 9.1	75	6.4	0.3	172
ada	2019	10	02	20	30	11		 11	49	1.5	4.4	2.87
iar	2019	10	02	20	30	15		 3.3	75	6.4	0.2	265
ada	2019	10	02	21	30	19		 17	49	1.5	11	1.21
iar	2019	10	02	21	30	28		 9.2	75	6.4	0.3	164
ada	2019	10	02	22	30	11		 10	49	1.5	3.6	3.49
iar	2019	10	02	22	30	16		 4.7	75	6.4	0.4	122
ada	2019	10	02	23	30	09		 8.4	49	1.5	1.8	7.04
iar	2019	10	02	23	30	13		 3.7	75	6.4	0.5	119
ada	2019	10	03	00	30	09		 7.8	49	1.5	1.5	8.30
iar	2019	10	03	00	30	12		 3.5	75	6.4	0.2	304
ada	2019	10	03	01	30	09		 8.1	49	1.5	1.7	7.60
iar	2019	10	03	01	30	11		 2.4	75	6.4	0.2	296
ada	2019	10	03	02	30	10		 8.1	52	1.8	1.8	8.47
iar	2019	10	03	02	30	14		 4.5	75	6.4	0.5	110
ada	2019	10	03	03	30	10		 8.2	51	1.8	1.7	8.80
iar	2019	10	03	03	30	13		 3.3	75	6.4	0.2	253
ada	2019	10	03	04	30	09		 8.0	51	1.8	1.5	10.0
iar	2019	10	03	04	30	12		 2.5	75	6.4	0.2	301
ada	2019	10	03	05	30	09		 8.1	51	1.8	1.5	10.2
iar	2019	10	03	05	30	12		 2.6	75	6.4	0.2	277
